2025-04-28 15:37:43 [main] INFO  c.f.a.FoodOrderApp - Application started...
2025-04-28 17:20:10 [main] DEBUG o.j.logging - Logging Provider: org.jboss.logging.Slf4jLoggerProvider
2025-04-28 17:20:10 [main] DEBUG o.h.j.HibernatePersistenceProvider - Located and parsed 1 persistence units; checking each
2025-04-28 17:20:10 [main] DEBUG o.h.j.HibernatePersistenceProvider - Checking persistence-unit [name=myJpaUnit, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [myJpaUnit]
2025-04-28 17:20:10 [main] DEBUG o.h.j.b.s.ProviderChecker - Persistence-unit [myJpaUnit] requested PersistenceProvider [org.hibernate.jpa.HibernatePersistenceProvider]
2025-04-28 17:20:10 [main] DEBUG o.h.j.i.u.LogHelper - PersistenceUnitInfo [
	name: myJpaUnit
	persistence provider classname: org.hibernate.jpa.HibernatePersistenceProvider
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/D:/FoodOrderApp/food-ordering-app-jdbc-maven/target/classes/
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names [
		com.foodorder.app.entities.User]
	Mapping files names []
	Properties [
		javax.persistence.jdbc.driver: org.postgresql.Driver
		javax.persistence.jdbc.password: root
		hibernate.dialect: org.hibernate.dialect.PostgreSQLDialect
		javax.persistence.jdbc.url: jdbc:postgresql://localhost:5432/foodOrderingApp
		hibernate.show_sql: true
		hibernate.hbm2ddl.auto: update
		javax.persistence.jdbc.user: postgres]
2025-04-28 17:20:10 [main] DEBUG o.h.i.i.IntegratorServiceImpl - Adding Integrator [org.hibernate.boot.beanvalidation.BeanValidationIntegrator].
2025-04-28 17:20:10 [main] DEBUG o.h.i.i.IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2025-04-28 17:20:10 [main] INFO  o.h.Version - HHH000412: Hibernate ORM core version 6.3.1.Final
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double covar_samp(NUMERIC arg0, NUMERIC arg1)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double cume_dist([arg0[, ...]])
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Date current date
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Time current time
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Timestamp current timestamp
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Date current_date
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Instant current_instant
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Time current_time
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Timestamp current_timestamp
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - date_trunc(STRING field, TEMPORAL datetime)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - dateadd(TEMPORAL_UNIT field, INTEGER magnitude, TEMPORAL datetime)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - basicType@16(java.lang.Long,-5)|basicType@18(java.lang.Double,8) datediff(TEMPORAL_UNIT field, TEMPORAL start, TEMPORAL end)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double degrees(NUMERIC arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Long dense_rank([arg0[, ...]])
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Boolean every(BOOLEAN predicate)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double exp(NUMERIC arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - extract(TEMPORAL_UNIT field from TEMPORAL arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - first_valueANY value
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - floor(NUMERIC arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - String format(TEMPORAL datetime as STRING pattern)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - greatest(COMPARABLE arg0, COMPARABLE arg1[, arg2[, ...]])
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - ifnull(arg0, arg1)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - String initcap(arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - String insert(STRING string, INTEGER start, INTEGER length, STRING replacement)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Instant instant
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - lagANY value[, INTEGER offset[, ANY default]]
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - last_valueANY value
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - leadANY value[, INTEGER offset[, ANY default]]
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - least(COMPARABLE arg0, COMPARABLE arg1[, arg2[, ...]])
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - String left(STRING string, INTEGER length)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Integer length(STRING_OR_CLOB arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - String listagg(STRING arg0, STRING arg1)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double ln(NUMERIC arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - LocalDate local date
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - LocalDateTime local datetime
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - LocalTime local time
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - LocalDate local_date
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - LocalDateTime local_datetime
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - LocalTime local_time
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Time localtime
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Timestamp localtimestamp
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Integer locate(STRING pattern, STRING string[, INTEGER start])
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double log(NUMERIC arg0[, NUMERIC arg1])
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double log10(NUMERIC arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - String lower(STRING string)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - String lpad(STRING string, INTEGER length[, STRING padding])
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - String ltrim(STRING string[, STRING characters])
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Date make_date(INTEGER arg0, INTEGER arg1, INTEGER arg2)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Time make_time(INTEGER arg0, INTEGER arg1, INTEGER arg2)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Timestamp make_timestamp(INTEGER arg0, INTEGER arg1, INTEGER arg2, INTEGER arg3, INTEGER arg4, INTEGER arg5)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Timestamp make_timestamptz(INTEGER arg0, INTEGER arg1, INTEGER arg2, INTEGER arg3, INTEGER arg4, INTEGER arg5[, INTEGER arg6])
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - max(COMPARABLE arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - String md5(arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double median(NUMERIC arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - min(COMPARABLE arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Integer mod(INTEGER arg0, INTEGER arg1)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - mode()
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - nth_valueANY value, INTEGER nth
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - nullif(arg0, arg1)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Integer octet_length(STRING_OR_CLOB arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - OffsetDateTime offset datetime
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - OffsetDateTime offset_datetime
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - String overlay(string placing replacement from start[ for length])
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - String pad(STRING string with INTEGER length {leading|trailing}[ STRING character])
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double percent_rank([arg0[, ...]])
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - percentile_cont(NUMERIC arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - percentile_disc(NUMERIC arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double pi
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Integer position(STRING pattern in STRING string)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double power(NUMERIC arg0, NUMERIC arg1)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double radians(NUMERIC arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Long rank([arg0[, ...]])
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double regr_avgx(NUMERIC arg0, NUMERIC arg1)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double regr_avgy(NUMERIC arg0, NUMERIC arg1)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double regr_count(NUMERIC arg0, NUMERIC arg1)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double regr_intercept(NUMERIC arg0, NUMERIC arg1)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double regr_r2(NUMERIC arg0, NUMERIC arg1)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double regr_slope(NUMERIC arg0, NUMERIC arg1)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double regr_sxx(NUMERIC arg0, NUMERIC arg1)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double regr_sxy(NUMERIC arg0, NUMERIC arg1)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double regr_syy(NUMERIC arg0, NUMERIC arg1)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - String repeat(STRING string, INTEGER times)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - String replace(STRING string, STRING pattern, STRING replacement)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - String right(STRING string, INTEGER length)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - round(NUMERIC number[, INTEGER places])
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Long row_number()
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - String rpad(STRING string, INTEGER length[, STRING padding])
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - String rtrim(STRING string[, STRING characters])
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Integer sign(NUMERIC arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double sin(NUMERIC arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double sinh(NUMERIC arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - String soundex(arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Object sql
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double sqrt(NUMERIC arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double stddev(NUMERIC arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double stddev_pop(NUMERIC arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double stddev_samp(NUMERIC arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - String str(arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - String substr(STRING string, INTEGER start[, INTEGER length])
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - String substring(STRING string{ from|,} INTEGER start[{ for|,} INTEGER length])
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - sum(arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double tan(NUMERIC arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double tanh(NUMERIC arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - timestampadd(TEMPORAL_UNIT field, INTEGER magnitude, TEMPORAL datetime)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - basicType@16(java.lang.Long,-5)|basicType@18(java.lang.Double,8) timestampdiff(TEMPORAL_UNIT field, TEMPORAL start, TEMPORAL end)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - String to_char(ANY arg0[, STRING arg1, STRING arg2])
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Date to_date(STRING arg0[, STRING arg1, STRING arg2])
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double to_number(STRING arg0[, STRING arg1, STRING arg2])
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Timestamp to_timestamp(STRING arg0[, STRING arg1, STRING arg2])
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - String translate(STRING arg0, STRING arg1, STRING arg2)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - String trim([[{leading|trailing|both} ][STRING arg0 ]from] STRING arg1)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - trunc( ... )
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - truncate( ... )
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - String upper(STRING string)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double var_pop(NUMERIC arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double var_samp(NUMERIC arg)
2025-04-28 17:21:13 [main] DEBUG o.h.HQL_FUNCTIONS - Double variance(NUMERIC arg)
2025-04-28 17:21:13 [main] DEBUG o.h.o.q.p.cache - Starting QueryInterpretationCache(2048)
2025-04-28 17:21:13 [main] DEBUG o.h.s.i.SessionFactoryServiceRegistryImpl - EventListenerRegistry access via ServiceRegistry is deprecated.  Use `sessionFactory.getEventEngine().getListenerRegistry()` instead
2025-04-28 17:21:13 [main] DEBUG o.h.e.i.EntityCopyObserverFactoryInitiator - Configured EntityCopyObserver strategy: disallow
2025-04-28 17:21:13 [main] DEBUG o.h.b.i.ClassLoaderAccessImpl - Not known whether passed class name [com.foodorder.app.entities.User] is safe
2025-04-28 17:21:13 [main] DEBUG o.h.b.i.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.foodorder.app.entities.User
2025-04-28 17:21:14 [main] DEBUG o.h.b.i.b.BytecodeProviderImpl - HHH000513: Unable to create the ReflectionOptimizer for [com.foodorder.app.entities.User]: private accessor [address]
2025-04-28 17:21:14 [main] INFO  o.h.m.i.EntityInstantiatorPojoStandard - HHH000182: No default (no-argument) constructor for class: com.foodorder.app.entities.User (class must be instantiated by Interceptor)
2025-04-28 17:21:14 [main] DEBUG o.h.o.m.m.creation - Starting post-init callbacks
2025-04-28 17:21:14 [main] DEBUG o.h.o.m.m.creation - Starting PostInitCallbackEntry : Entity(com.foodorder.app.entities.User) `staticFetchableList` generator
2025-04-28 17:21:14 [main] DEBUG o.h.p.e.AbstractEntityPersister - Static SQL for entity: com.foodorder.app.entities.User
2025-04-28 17:21:14 [main] DEBUG o.h.p.e.AbstractEntityPersister -  Version select: select userId from users where userId=?
2025-04-28 17:21:14 [main] DEBUG o.h.p.e.AbstractEntityPersister -  Insert (0): insert into users (address,email,isLoggedIn,name,password,role) values (?,?,?,?,?,?)
2025-04-28 17:21:14 [main] DEBUG o.h.p.e.AbstractEntityPersister -  Update (0): update users set address=?,email=?,isLoggedIn=?,name=?,password=?,role=? where userId=?
2025-04-28 17:21:14 [main] DEBUG o.h.p.e.AbstractEntityPersister -  Delete (0): delete from users where userId=?
2025-04-28 17:21:14 [main] DEBUG o.h.o.s.a.create - Created new SQL alias : u1_0
2025-04-28 17:21:14 [main] DEBUG o.h.o.s.a.create - Registration of TableGroup [StandardTableGroup(com.foodorder.app.entities.User)] with identifierForTableGroup [com.foodorder.app.entities.User] for NavigablePath [com.foodorder.app.entities.User] 
2025-04-28 17:21:14 [main] DEBUG o.h.o.r.g.AST - DomainResult Graph:
 \-EntityResultImpl [com.foodorder.app.entities.User]
 |  +-BasicFetch [com.foodorder.app.entities.User.address]
 |  +-BasicFetch [com.foodorder.app.entities.User.email]
 |  +-BasicFetch [com.foodorder.app.entities.User.isLoggedIn]
 |  +-BasicFetch [com.foodorder.app.entities.User.name]
 |  +-BasicFetch [com.foodorder.app.entities.User.password]
 |  \-BasicFetch [com.foodorder.app.entities.User.role]

2025-04-28 17:21:14 [main] DEBUG o.h.o.s.a.tree - SQL AST Tree:
    SelectStatement {
      FromClause {
        StandardTableGroup (u1 : com.foodorder.app.entities.User) {
          primaryTableReference : users as u1_0
        }
      }
    }

2025-04-28 17:21:14 [main] DEBUG o.h.e.t.j.p.i.JtaPlatformInitiator - No JtaPlatform was specified, checking resolver
2025-04-28 17:21:14 [main] DEBUG o.h.e.t.j.p.i.JtaPlatformResolverInitiator - No JtaPlatformResolver was specified, using default [org.hibernate.engine.transaction.jta.platform.internal.StandardJtaPlatformResolver]
2025-04-28 17:21:14 [main] DEBUG o.h.e.t.j.p.i.StandardJtaPlatformResolver - Could not resolve JtaPlatform, using default [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2025-04-28 17:21:14 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2025-04-28 17:21:14 [main] DEBUG o.h.t.s.TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@cda0432] to SessionFactoryImplementor [org.hibernate.internal.SessionFactoryImpl@d5e575c]
2025-04-28 17:21:14 [main] DEBUG o.h.q.n.NamedObjectRepository - Checking 0 named HQL queries
2025-04-28 17:21:14 [main] DEBUG o.h.q.n.NamedObjectRepository - Checking 0 named SQL queries
2025-04-28 17:21:14 [main] DEBUG o.h.SQL - drop table if exists users cascade
2025-04-28 17:21:14 [main] INFO  o.h.o.c.access - HHH10001501: Connection obtained from JdbcConnectionAccess [org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator$ConnectionProviderJdbcConnectionAccess@8840c98] for (non-JTA) DDL execution was not in auto-commit mode; the Connection 'local transaction' will be committed and the Connection will be set into auto-commit mode.
2025-04-28 17:21:14 [main] DEBUG o.h.SQL - create table users (isLoggedIn boolean, userId serial not null, address varchar(255), email varchar(255), name varchar(255), password varchar(255), role varchar(255) check (role in ('CUSTOMER','ADMIN')), primary key (userId))
2025-04-28 17:21:14 [main] INFO  o.h.o.c.access - HHH10001501: Connection obtained from JdbcConnectionAccess [org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator$ConnectionProviderJdbcConnectionAccess@5eed6dfb] for (non-JTA) DDL execution was not in auto-commit mode; the Connection 'local transaction' will be committed and the Connection will be set into auto-commit mode.
2025-04-28 17:21:14 [main] DEBUG o.h.i.SessionFactoryRegistry - Initializing SessionFactoryRegistry : org.hibernate.internal.SessionFactoryRegistry@5db3d57c
2025-04-28 17:21:14 [main] DEBUG o.h.i.SessionFactoryRegistry - Registering SessionFactory: ef11aa20-0d95-4101-a149-a81372efce2b (<unnamed>)
2025-04-28 17:21:14 [main] DEBUG o.h.i.SessionFactoryRegistry - Not binding SessionFactory to JNDI, no JNDI name configured
2025-04-28 17:21:14 [main] DEBUG o.h.i.SessionFactoryImpl - Instantiated SessionFactory
2025-04-28 17:21:14 [main] DEBUG o.h.s.i.StatisticsInitiator - Statistics initialized [enabled=false]
2025-04-28 17:21:14 [main] DEBUG o.h.e.t.i.TransactionImpl - On TransactionImpl creation, JpaCompliance#isJpaTransactionComplianceEnabled == false
2025-04-28 17:21:14 [main] INFO  c.f.a.FoodOrderApp - Application started...
2025-04-28 17:21:42 [Hibernate Connection Pool Validation Thread] DEBUG o.h.o.c.pooling - Connection pool now considered primed; min-size will be maintained
2025-04-28 17:22:05 [main] DEBUG o.h.o.q.hql - HQL : SELECT u FROM User u WHERE u.email = :email

2025-04-28 17:22:05 [main] DEBUG o.h.o.q.s.creation - Applying inferable type to SqmExpression [SqmNamedParameter(email)] : null -> SqmBasicValuedSimplePath(com.foodorder.app.entities.User(u).email)
2025-04-28 17:22:05 [main] DEBUG o.h.o.q.s.ast - SqmStatement Tree :
    -> [select]
      -> [query-spec]
        -> [select]
          -> [selection]
            -> [root] - `com.foodorder.app.entities.User(u)`
            <- [root] - `com.foodorder.app.entities.User(u)`
          <- [selection]
        <- [select]
        -> [from]
          -> [root] - `com.foodorder.app.entities.User(u)`
          <- [root] - `com.foodorder.app.entities.User(u)`
        <- [from]
        -> [where]
          -> [EQUAL]
              -> [basic-path] - `com.foodorder.app.entities.User(u).email`
              :email
          <- [EQUAL]
        <- [where]
      <- [query-spec]
    <- [select]

2025-04-28 17:22:05 [main] DEBUG o.h.o.s.a.create - Created new SQL alias : u1_0
2025-04-28 17:22:05 [main] DEBUG o.h.o.s.a.create - Registration of TableGroup [StandardTableGroup(com.foodorder.app.entities.User(u))] with identifierForTableGroup [com.foodorder.app.entities.User] for NavigablePath [com.foodorder.app.entities.User] 
2025-04-28 17:22:05 [main] DEBUG o.h.q.s.s.BaseSqmToSqlAstConverter - Determining mapping-model type for SqmParameter : SqmNamedParameter(email)
2025-04-28 17:22:05 [main] DEBUG o.h.q.s.s.BaseSqmToSqlAstConverter - Determining mapping-model type for SqmPath : SqmBasicValuedSimplePath(com.foodorder.app.entities.User(u).email) 
2025-04-28 17:22:05 [main] DEBUG o.h.o.r.g.AST - DomainResult Graph:
 \-EntityResultImpl [com.foodorder.app.entities.User(u)]
 |  +-BasicFetch [com.foodorder.app.entities.User(u).address]
 |  +-BasicFetch [com.foodorder.app.entities.User(u).email]
 |  +-BasicFetch [com.foodorder.app.entities.User(u).isLoggedIn]
 |  +-BasicFetch [com.foodorder.app.entities.User(u).name]
 |  +-BasicFetch [com.foodorder.app.entities.User(u).password]
 |  \-BasicFetch [com.foodorder.app.entities.User(u).role]

2025-04-28 17:22:05 [main] DEBUG o.h.o.s.a.tree - SQL AST Tree:
    SelectStatement {
      FromClause {
        StandardTableGroup (u1 : com.foodorder.app.entities.User(u)) {
          primaryTableReference : users as u1_0
        }
      }
    }

2025-04-28 17:22:05 [main] DEBUG o.h.o.s.exec - Skipping reading Query result cache data: cache-enabled = false, cache-mode = NORMAL
2025-04-28 17:22:05 [main] DEBUG o.h.o.results - Initializer list
2025-04-28 17:22:05 [main] DEBUG o.h.o.results -     com.foodorder.app.entities.User(u) -> EntityResultInitializer(com.foodorder.app.entities.User(u))@230456842 (SingleTableEntityPersister(com.foodorder.app.entities.User))
2025-04-28 17:22:05 [main] DEBUG o.h.SQL - select u1_0.userId,u1_0.address,u1_0.email,u1_0.isLoggedIn,u1_0.name,u1_0.password,u1_0.role from users u1_0 where u1_0.email=?
2025-04-28 17:22:05 [main] DEBUG o.h.r.j.i.LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
2025-04-28 17:22:05 [main] DEBUG o.h.r.j.i.LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
2025-04-28 17:22:05 [main] ERROR c.f.a.s.AuthenticationServiceImpl - Error during registration and authentication process: 
jakarta.persistence.NoResultException: No result found for query [SELECT u FROM User u WHERE u.email = :email
]
	at org.hibernate.query.spi.AbstractSelectionQuery.getSingleResult(AbstractSelectionQuery.java:562)
	at com.foodorder.app.hibernateImpl.UserDaoHibernateImpl.findUserByEmail(UserDaoHibernateImpl.java:48)
	at com.foodorder.app.serviceImpl.AuthenticationServiceImpl.registerUser(AuthenticationServiceImpl.java:34)
	at com.foodorder.app.FoodOrderApp.registrationFlow(FoodOrderApp.java:99)
	at com.foodorder.app.FoodOrderApp.run(FoodOrderApp.java:34)
	at com.foodorder.app.Main.main(Main.java:9)
2025-04-28 17:25:59 [main] DEBUG o.j.logging - Logging Provider: org.jboss.logging.Slf4jLoggerProvider
2025-04-28 17:25:59 [main] DEBUG o.h.j.HibernatePersistenceProvider - Located and parsed 1 persistence units; checking each
2025-04-28 17:25:59 [main] DEBUG o.h.j.HibernatePersistenceProvider - Checking persistence-unit [name=myJpaUnit, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [myJpaUnit]
2025-04-28 17:25:59 [main] DEBUG o.h.j.b.s.ProviderChecker - Persistence-unit [myJpaUnit] requested PersistenceProvider [org.hibernate.jpa.HibernatePersistenceProvider]
2025-04-28 17:25:59 [main] DEBUG o.h.j.i.u.LogHelper - PersistenceUnitInfo [
	name: myJpaUnit
	persistence provider classname: org.hibernate.jpa.HibernatePersistenceProvider
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/D:/FoodOrderApp/food-ordering-app-jdbc-maven/target/classes/
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names [
		com.foodorder.app.entities.User]
	Mapping files names []
	Properties [
		javax.persistence.jdbc.driver: org.postgresql.Driver
		javax.persistence.jdbc.password: root
		hibernate.dialect: org.hibernate.dialect.PostgreSQLDialect
		javax.persistence.jdbc.url: jdbc:postgresql://localhost:5432/foodOrderingApp
		hibernate.show_sql: true
		hibernate.hbm2ddl.auto: create
		javax.persistence.jdbc.user: postgres]
2025-04-28 17:25:59 [main] DEBUG o.h.i.i.IntegratorServiceImpl - Adding Integrator [org.hibernate.boot.beanvalidation.BeanValidationIntegrator].
2025-04-28 17:25:59 [main] DEBUG o.h.i.i.IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2025-04-28 17:25:59 [main] INFO  o.h.Version - HHH000412: Hibernate ORM core version 6.3.1.Final
